Text,Sentiment
"November 18, 2013: Mecklai Financial report on rupee",0
"November 22, 2013: Mecklai Financial report on rupee",0
NSE takes Renuka Sugars' 5% stake in NCDEX,0
NSE to conduct 75-minute 'Muhurat Trading' on Diwali,0
NSE to organise tech summit for BFSI sector,0
"NSEL scam: Investors want action against brokers, defaulters",0
NSIC may soon become Mini-ratna I company: CMD,0
"NTPC pays Rs 4,742 crore dividend for 2013-14",0
Numero Uno Clothing files IPO papers with Sebi,0
Oil prices mixed ahead of US stockpiles report,0
Oil steadies around $107 after Iran talks extended,0
OnMobile appoints CEO Rajiv Pancholy as Managing Director,0
Option writers bet on Bank Nifty staying flat,0
Ortel Communications to tap capital markets in November,0
Over 50 companies moved to BSE dissemination board,0
PACL Bhangoo approaches SAT against Sebi recovery order,0
PBOC steps up intervention in yuan trading: Sources,0
Playing Bank Nifty ahead of US Fed meet,0
Postmen to tutor rural India on banking system,0
PowerGrid board okays FPO; issue likely by Sept,0
PowerGrid to hit capital market in 6-8 months,0
Pradeep Hejmadi appointed Business Head of Zee TV,0
Pre-market: Nifty seen opening flat; GDP data eyed,0
"Pre-market: Nifty seen opening flat; may reclaim 8,000",0
Pre-market: Nifty seen opening flat; may retest 8350,0
Pre-RBI Policy: Here how bonds and rupee react,0
"Process for selecting CIL CMD begins,PESB invites applications",0
Proposed changes will further strengthen SEBI: Arun Jaitley,0
Puravankara real estate scheme not a CIS: Sebi,0
Quarterly numbers not to impact Ranbaxy: Harendra Kumar,0
Quick Heal plans initial public offer in December-January,0
Race hots up for U K Sinha's successor,0
Rajesh Exports net profit at Rs 76.12 cr,0
Rakesh Kumar Upadhyay is new CMD of BSNL,0
Ramco Systems net profit at Rs 4.77 crore,0
Ramprasad Reddy to head Aurobindo Pharma's US-based arm,0
Ravi Venkatesan steps down as Microsoft India chairman,0
RBI issues new reporting norms for over-the-counter trades,0
Recommend wait and watch for Wockhardt: Sudip Bandyopadhyay,0
Reliance Capital Q4 profit at Rs 267 crore,0
Reliance Industries Ltd shares end flat after earnings,0
Reliance Infrastructure appoints M S Mehta as CEO,0
Reliance Infrastructure Q3 Net at Rs 452 crore,0
RINL chief P Madhusudan nominated as OMDC chairman,0
Sahara finally deposits Rs 3000 crore with Sebi,0
"Sahara investors untraceable, but search empties Sebi coffers",0
Sahara submits ownership papers of lands to Sebi,0
Sanjay Kapoor joins PVR Cinemas board as director,0
"Saria, other steel remain flat in thin trade",0
SAT upholds Sebi order in Aditya International case,0
SBI Managing Director Hemant Contractor may head PFRDA,0
Sebi board clears one-time registration system for brokers,0
SEBI changes rule of dividend transfer under SLB,0
Sebi directs Suraksha Agrotech to refund investor money,-1
"Sebi finalising new corporate governance code, insider norms",0
Sebi issues new norms regarding delivery instruction slips,0
SEBI lets IDR holders convert 25% into equity,0
Sebi moots consolidated 'annual information' filing by firms,0
Sebi mulls mandatory 'Dividend Policy' for listed companies,0
Sebi mulls new group for manipulation-prone penny stocks,0
Sebi proposes new listing & disclosure requirement norms,0
Sebi relies on Sahara order to nail fraudsters,0
Sebi tightens norms for issue of participatory notes,0
Sebi to consider new corporate governance code tomorrow,0
Sebi to hire two executive directors in 2014,0
Sebi to issue details of corporate governance norms,0
Sebi to make share trading cheaper and simpler,0
"SEBI to replace listing regulations, tighten trading rules",0
Sebi to seek extra funds for investor programmes,0
Sebi wants companies to adopt 'Dividend Distribution Policy',0
Sensex in a range; top stocks in focus,0
Sensex in uncharted territory; investors should tread cautiously,-1
"September 3, 2014: Mecklai Financial report on Rupee",0
SGX India office to woo fund raising corporations,0
Shed off weight in banking stocks: IV Subramanium,-1
Shekhar Mittal takes over as Goa Shipyard chief,0
Shell Lubricants appoints Nitin Prasad as India head,0
Shemaroo Entertainment ends at Rs 171/share on NSE,0
SKS Microfinance issues NCDs worth Rs 200 crore,0
Spice i2i appoints Dilip Modi as Executive VC,0
Srei Infrastructure Finance  exploring' Diageo open offer,0
SRL files draft prospectus with Sebi for IPO,0
Startup exchange Aquis to add eight new markets,0
Sterling steadies ahead of BoE monetary policy meet,0
Stock-specific action likely; all eyes on Bank Nifty,0
Support seen at 6000 levels on Nifty bounceback,0
Syntel appoints Nitin Rakesh as CEO and President,0
Taiwan to tap $15.3 billion stocks stabilisation fund,0
Target of 165 on Orchid Chemicals: Ashuu Kakkarr,0
Tata Power appoints Ramesh N Subramanyam as CFO,0
Ten key takeaways from HCL third quarter results,0
Tiles maker RAK India plans to go public,0
"Top five factors that took Nifty past 8,700",0
Traders make a killing by selling Nifty options,0
TV18 Broadcast Q2 profit at Rs 43.22 crore,0
TV18 Broadcast Q4 profit at Rs 95.47 crore,0
Two brokers on police radar in NSEL case,0
U K Sinha appointed 8th chairman of SEBI,0
UCX appoints Samir Shah as Chief Executive Officer,0
Usha Ananthasubramanian is CMD of Bharatiya Mahila Bank,0
VA Tech Wabag Q4 net profit remains flat,0
Vedanta appoints 3 directors on Cairn India board,0
Vedanta appoints Mukesh Bhavnani as Group Legal Counsel,0
Virtusa to retain Polaris listing on Indian bourses,0
VK Sharma Tipped to be RBI deputy Governor,0
Vodafone names Philips chief Kleisterlee as new Chairman,0
Wait and watch for Asian Paints: Sandeep Wagle,0
"Wall Street ends flat in earnings, data lull",0
Watch out for the banking space: Angel Broking,0
What brokers are expecting from Infosy Q2 results,0
What should investors expect from HDFC Q4 results?,0
What's in Store for IDFC MF's Star Picks?,0
Why investors should not eagerly await HUL results,0
WNS Holdings COO Anup Gupta moves to Nexus,0
Worried about FII outflow? Inflows should resume soon,0
Yogesh Munjal to quit Hero stake for Showa,1
11 new entities seek membership of NCDEX forward segment,0
Achhe Din' ahead as quarterly results reflect market optimism,1
Action by Sebi under ordinance to remain valid: Government,0
Advertising company Outbrain files for possible Nasdaq listing: Reports,0
Airtel to raise 250 million more from bond sale,0
Alcatel-Lucent confirms plans for IPO of submarine network unit,0
Alkem Laboratories eyes $210 million IPO in December: Sources,0
Alumni back IIM-A: 40 crore promised in a day,0
Amfi forms panel to decide stance on shareholder votes,0
"Analyst View: Market wrap for Monday, Dec 5, 2011",0
Anand Selva appointed as consumer banking head of Citibank,0
Are you prepared for a bear market? Find out,-1
Arun Katiyar joins One97 Mobility Fund as venture catalyst,0
Arun Nanda joins equity major 3i as non-executive chairman,0
AS Rao to join RPG as chief financial officer,0
Asian stocks tread water ahead of US jobs data,0
"Asset Reconstruction Company appoints Sanjay Jain as president, COO",0
Assocham for examining select commods for any insider trading,0
aurionPro solutions Q4 net profit at Rs 11.24 crore,0
Aurobindo Pharma can go upto Rs 425: Prakash Gaba,0
Axis Securities elevates Arun Thukral as MD and CEO,0
Bajaj Electricals Q2 net profit at Rs 11.26 crore,0
Bank on the lenders for superb returns in 2016,0
"Banks seek shareholder nod for Rs 5,934-crore capital infusion",0
Bharti Airtel continues to face exodus of top executives,0
Bhartiya Group appoints G Raghavan as Bhartiya Urban CEO,0
Billionaire John Paulson retains stake in biggest gold ETP,0
Biocon Kiran Mazumdar-Shaw to receive 2014 Othmer Gold Medal,0
Biocon sets Syngene IPO price band at Rs 240-250,0
BNP Paribas launches first equity index linked green bond,0
BofA-ML pegs rupee at 57-58 on positive poll outcome,0
Bond market expects US Fed to wait till March,0
"Broad-based rally begins; Nifty may retest 8,350-8,400: Ashwani Gujral",0
Brokers should not bank on one IT vendor: Sebi,0
BSE asks brokers to remit excess STT to government,0
BSE expects 30 SME IPOs in next 2-3 months,0
"BSE Sensex may touch 23,500 level by year-end: RBS",0
"BSE Sensex to hit 32,980 by December 2015: Poll",0
C M Vasudev re-appointed as HDFC Bank non-executive chairman,0
Cabinet to take up PSU ETF proposal on Wednesday,0
Cairn India: Progress on E&P Projects key to growth,0
CCI probes Gujarat Gas Company on Saint Gobain Plaint,0
Central Bank sells entire stake in CIBIL to Transunion,-1
China keeps investors on edge: Is it 2008 again?,0
"China stock markets steady after c.bank pledges ""flexible"" policy",0
China yuan holds steady as corporates cling to dollar,0
"China yuan steady, better-than-expected PMI survey has no impact",0
Chinese developers to suffer little from yuan devaluation: S&P,0
Chinese stocks vs reality: Shares are untethered to economy,0
Cholamandalam gets Board approval for raising Rs 500 crore,0
CIL IPO in line with market expectations: Avinash Gorakshekar,0
CLSA's top five mid-cap picks in tough macro environment,0
Coaching institute Resonance Eduventures Plans Rs 500 crore IPO,0
Commexes asked to implement FSLRC suggestion from next month,0
Court order on NK Proteins MDs bail plea today,0
Cox & Kings Q1 PAT at Rs 147 crore,0
Currency ties key to dollar reserve hegemony: BIS study,0
Dalal street plays smart as May 16 draws near,0
"Dalal Street to closely follow winter session, F&O expiry",0
"Dandapani named CEO of Infy BPO, Idnani's new COO",0
Did Federal Reserve Janet Yellen just enter currency wars?,0
Did FIIs get a whiff of the Daiichi sale?,0
Dilip Buildcon files for nearly $100 mn IPO: Sources,0
Dilip Kumar Khandelwal appointed managing director of SAP Labs,0
Directors on PSB boards to get market fee soon,0
"Dollar firm vs commodity currencies, eyes on oil prices",0
Essar Oilfields ropes in Ankur Gupta as new CEO,0
Essel Finance seeks licence to enter housing finance business,0
"Euro holds firm after post-ECB short-covering, USD eyes jobs",0
Euro remains range-bound against dollar ahead of ECB meeting,0
"European shares steady, attention turns to euro zone summit",0
Europeans banks eye dollar bond market for capital boost,0
"Evening trading for agricultural commodities to help farmers, traders'",0
"Expect Nifty to trade in 8,100-8,300 range: Sandeep Wagle",0
Expect Nifty to tread between 5950-6100 levels: Mitesh Thacker,0
"F&O Strategy by Bhavin Desai, Head of Derivative Research",0
F&O Tracker: Nifty Likely to Trade in 8650-8280 Zone,0
FIIs put $1.3 bn in Indian equities in April,0
FIIs trim stake in FMCG companies during Jan-Mar quarter,0
FIMMDA removes trading bands for govt bonds for Monday,0
Financial sector accounts for bulk of corporate bond issuances,0
Flash crash: Sebi to hear NSE's reply on Monday,0
"Foreign investors pitch to expedite listing of NSE, BSE",0
Former Randstad India MD E Balaji joins TVS Logistics,0
"FTIL enters pact with Rakesh Jhunjhunwala, to exit MCX-SX",0
Glenmark Pharma posts FY11 net at Rs 457.83 cr,0
Gokul posts FY'11 net profit at Rs 61.7 crore,0
Gold dips but Malaysian plane downing seen aiding sentiment,0
"Gold treads water near $1,160, Fed meeting in focus",0
Gurmit Singh joins Yahoo India as new Managing Director,0
Guruvayur temple to buy 10 kg saffron every month,0
HCC reports Rs 5.39 crore net profit in Q3,0
Hindalco Industries promotes Satish Pai as deputy managing director,0
Hold Financial Technologies at current level:  G Chokkalingam,0
"Hold JSW Steel, target price Rs 900: BNP Paribas",0
HSBC securities registers for new Foreign Portfolio Investor scheme,0
HT Media Q3 net profit at Rs 67.02 crore,0
HUL: Soaps business holds the key to co's prospects,0
ICICIdirect Centre for Financial Learning launches StockMIND Season 4,0
"IDFC Bank debuts on bourses, lists at Rs 70.50",0
IDFC lowers FII shareholding limit by 0.25 percentage points,0
IIHFL to raise Rs 200 crore through non-convertible debentures,0
IL&FS Engineering files papers for Rs 300-crore rights issue,0
Immediate resistance for rupee is placed at 55.85: Bonanza,0
In-charges of Rourkela Steel Plant awarded for exemplary work,0
"India, the third fastest growing investor in the US",0
"Indian funds, HNIs eye slice of Alibaba mega IPO",0
Infosys Q1 results: 5 things to watch out for,0
Infosys Q3 earnings: Five things to watch out for,0
Infrastructure stocks' direction depends on the market: Deepak Mohoni,0
Investigators turn bankers into informants in forex probe: WSJ,0
Investors should tread carefully in midcaps ahead of results,0
Is gold a safe haven for investors in India?,0
J&K Bank nets Rs 932 crore in nine months,0
Jewellers seek a role in new gold monetisation scheme,0
JP Chalasani quits Reliance Power to join Punj Lloyd,0
JSW Steel little changed despite unfavourable ruling against subsidiary,0
Karl-Ulrich Kohler to replace Kirby Adams as Corus CEO,0
Kartik Kaushik to lead Citi India consumer banking division,0
"KEC International: Orders help, but margins hurt its revenue",0
Kenneth Andrade exits IDFC Mutual Fund leaving investors jittery,0
Kotak Mutual Fund appoints Harsha Upadhyaya as equities head,0
Lending Club bursts onto Wall Street with $870-million IPO,0
Lodha Developers Pvt to raise $1 billion via IPO,0
Lodha Group relaunches $350 million overseas bond sale plan,0
"Lok Sabha passes Sebi Bill, to check fly-by-night schemes",0
London-based billionaire among bidders for Financial Technologies MCX stake,0
Maintain limited investment in real estate stocks: Neeraj Deewan,0
"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss",0
Mario Draghi gets ECB support for unlimited bond purchase,0
Markets are expecting reforms-oriented Budget this time: Hemindra Hazari,0
Markets may correct 5-6% in the near future: Edelweiss,0
Markets should be range bound between 7950-8050: Ashwani Gujral,0
Markit IPO may value company at about $4.47 bn,0
Maruti Q4 results: Here what to watch out for,0
Maruti Suzuki could have avoided the mix-up: Prateek Agarwal,0
Masala bonds offer diversification but only for few: Fitch,0
May see uptick in cyclicals going ahead: Anand Tandon,1
MCX appoints one more shareholder director on its Board,0
MCX investors give nod to transfer Financial Technologies' stake,0
MCX-SX gets Sebi approval for IRF; launch this month,0
"Micromax launches Canvas Pace 4G Q416, priced Rs 6,821",0
Midcap IT space insulated with domestic uncertainties: Prakash Diwan,0
Monsanto appoints Shilpa Divekar Nirula as India Region CEO,0
Motilal Oswal PE seeks tax exemption for fund investors,0
Mphasis: Company needs to move out of parent's shadow,0
MT Educare allots 17.38 lakh shares to anchor investors,0
MT Educare plans IPO for college campus in Karnataka,0
Mukund Abhyankar has been elected as chairman of NAFCUB,0
Narayan Ramachandran to resign as Morgan Stanley country head,0
Network18 to raise Rs 300 cr by issuing debentures,0
New consent order norms in a few weeks: Sebi,0
Neyveli Corp: Tamil Nadu government offer referred to Sebi,0
NHPC reports Rs 719 cr net profit for Q1,0
Nifty could correct maximum by 130 points: Mitesh Thacker,0
Nifty to reach 8600-8700 at some point: Ashwani Gujral,0
Nifty to remain sideways around 8290 levels: Mitesh Thacker,0
Nikkei steady as China data arrives in-line with expectations,0
NPA cycle has peaked out for SBI: Prakash Diwan,0
NSE issues guidance for companies to make right disclosures,0
NSE to auction limits in bonds for foreign investors,0
"NSEL follows govt diktat, modifies contracts as per law",0
NSEL investors forum to appeal against High Court Order,0
NSEL promoter Jignesh Shah submits bona fides to FMC,0
"NYSE tests systems, to brief investors before Alibaba's debut",0
Oil price forecasts: BofA Merrill cuts 2016 Brent forecast,0
One can selectively look into auto sector: Mehraboon Irani,0
Onno Ruhl appointed World Bank Country Director for India,0
OPEC Secy-Gen says low oil price will not continue,0
Opening of Saudi stock market to boost MENA region,0
Ozone Pharma planning for IPO in the near future,0
P Madhusudan assumes charge as new CMD of RINL,0
Patni founders rule out stake sale plans at AGM,0
Petronet LNG posts flat performance for March 2013 quarter,0
Piramal Enterprises Q1 net profit at Rs 4.08 crore,0
"Piramal offer floating rate bonds, but will investors gain?",0
Prabhudas Lilladhers largecap ideas to buy in Muhurat trading,0
Pre-market: Nifty likely to open gap-down on Greece woes,0
Pre-market: Nifty seen opening flat in special trading session,0
Pre-market: Nifty50 may open flat tracking mixed global cues,0
Prime Broking to move Supreme Court against NSE arm,0
PSU banks showing some signs of life: Ajay Bodke,0
PSU sector riding on size and liquidity: Dilip Bhat,0
"PSUs languishing in valuations, but offer pockets of hope",0
Punj Lloyd Q3 net profit at Rs 13 cr,0
PVR reports Q3 net profit at Rs 31.55 crore,0
R Neelakantan returns to SpiceJet as chief financial officer,0
Rajdeep Endow is new Managing Director of Sapient India,0
Ramco Systems waiting SEBI's nod on rights issue: CEO,0
"RBI buys bonds worth Rs 9,092.9 cr under OMO",0
RBI monetary policy review to dictate trend on bourses,0
RBI sets rupee reference rate at 64.92 against dollar,0
Recent correction should bring back foreign investors to India',0
Recommend wait and watch for retail sector: Deepak Shenoy,0
Rice bran oil associations campaigning hard to increase consumption,0
"Richard Merwe appointed MD, vice chairman of Bayer CropScience",0
Rupee hits 59.22 against US dollar in intraday trade,0
"S.Korean stocks slip for 3rd consecutive session, won up",1
Sahara case: Sebi to seek help of foreign regulators,0
"Same time next year, Sensex may be at 29,000",0
Samsung Bioepis hires banks for planned Nasdaq IPO: Source,0
Sanjiv Singh takes over as IOCs director of refineries,0
SAT adjourns hearing on RIL-Sebi case to April 16,0
"SBI appoints B Sriram, VG Kannan as managing directors",0
SBI chief Bhattacharya in race for Sebi top job,0
"SBI gets shareholder nod for Rs 11,500 crore QIP",0
SC dismisses Dalals' plea in the IPO fraud case,0
SC gives verdict on Presidential reference; telecom stocks mixed,0
Sebi allows 100 alternative funds to operate in India,0
Sebi allows Pune Stock Exchange to exit bourse business,0
Sebi asks AIFs to give full disclosure on 'associates',0
Sebi exempts Prozone promoter trust from making open offer,0
Sebi has it all to prove in insider probe,0
SEBI may seek litigation information from companies launching IPOs,0
Sebi mulls fresh checks on mis-selling of mutual funds,0
"Sebi norms on REITs, InvITs a welcome step: Industry",0
Sebi proposes norms for reclassifying promoter as public shareholders,0
Sebi seeks clarification from 3 firms on IPO plans,0
Sebi studies its own regulatory impact: U K Sinha,0
Sebi to act tough in high-profile insider trading cases,0
Sebi to empanel administrators to look after refund process,0
Sebi wants strict compliance to mandatory woman director norms,0
Sebi's stand against reluctant promoters may benefit small investors,0
Securitised debt must be settled via clearing houses: SEBI,0
"See Nifty at 7,460 in the short-term: Mitesh Thacker",0
Should new investors opt for stocks or mutual funds?,0
Singapore bail-in proposals make senior bond holders breathe easy,0
South Africa rand steady ahead of S&P rating update,0
SpiceJet to issue warrants to promoters for fund raising,0
"Srikanth Srinivas joins Adfactors as senior V-P, Public Affairs",0
State government companies lure PFs with high-return bond issues,0
Sterling firms as early results go against Scottish independence,0
"Sterling in limbo ahead of UK jobs, housing reports",0
Submit associate members' details by February-end: NSE to brokers,0
Sudhir Mathur becomes the new CFO of Cairn India,0
Sunil Mittal appointed co-chair of India Africa Business Council,0
Surprised with Unilever's open offer for HUL: Anirudha Dutta,0
Symantec appoints Sanjay Rohatgi as President of India Sales,0
Taiwan to launch yuan forex futures in July: Sources,0
Target for Nifty Future seen at 9180-9200: Ashish Chaturmohta,0
Tata Group eyes $350 billion market cap by 2025,0
Tata Motors shareholders approve pay proposals of 3 executives,0
"Tata Sons appoints Sunil Sinha Resident Director, MENA region",0
"TBWA rejigs India top management,appoints Vineet Bajpai as CEO",0
"TCS Q4 profit seen at Rs 5,397 cr QoQ",0
"Technicals point to increasing probability of 7,000 on NSE",0
Ten market-linked insurance funds beat Nifty on fiscal returns,0
The fundamental road ahead: Markets seen rangebound in December,0
"Things edgy for infrastructure companies: Pankaj Pandey, ICICI Direct",0
Timeline of China's attempts to prevent stock market meltdown,0
Top 5 key takeaways from Tata Motors Q2 results,0
Turnaround in FMCG may take a few more quarters,0
"UBS sees Nifty at 8,000 level by December end",0
United Bank profit at Rs 41.78 crore in Q3,0
US Dollar mixed in Asia after Fed chief comments,0
US dollar steady ahead of US Federal Reserve meeting,0
Use correction to re-enter market at lower levels: Analysts,0
Valiant Capital values Shriram Housing at Rs 750 cr,0
"VC, PE firms line up $1bn for green energy",0
Vijaya Bank reports Rs 161.46 crore Q1 net profit,0
Vishal Sikka to outline strategy at Infosys Q2 results,0
VRL Logistics files draft paper with Sebi for IPO,0
Wall Street ends near flat after mixed economic data,0
"Watch for SBI's level of 2400: Rajat Bose, rajatkbose.com",0
What should investors expect from Reliance Industries' 40th AGM?,0
"Whats trending in F&Os? 8,358 level crucial for Nifty",0
Why does high-speed rail remain elusive in the US?,0
Wipro Q4 results: Five things to watch out for,0
Yes Bank wrangle may be solved out of court,0
"Yuan slips on PBOC guidance, but little change expected",0
2010 could well be the year of midcaps: BNP Paribas,1
5 triggers that can unveil some hidden gems among midcaps,0
"A year on from record low, optimism abounds about rupee",1
Adani Group to hit global bond mkt with $1.5-bn issue,0
Akhil Puri joins KKR Capstone in Asia as India Director,0
Alkem Labs appoints banks for up to $291 million IPO,0
Alstom Project can retest highs of 415 levels: Mitesh Thacker,0
Asia Index to make India hub for South-East Asia markets,0
Atul Auto will find resistance around Rs 128-130: Ashwani Gujral,0
Bank Nifty is the key to tomorrow trading: Mitesh Thacker,0
Bharat Forge Q2 profit nearly flat at Rs 175 crore,0
Bosch Ltd posts Q2 net profit of Rs 305 crore,0
Botched Facebook IPO on Nasdaq led Alibaba to choose NYSE,0
BSE eyes trading speed of 20 microseconds in three years,0
BSE sets circuit limit of 10% for United Breweries scrip,0
"BSE to auction government bonds worth Rs 4,176 crore tomorrow",0
BSE to auction investment limits for Rs 332-crore government bonds,0
"CAG report, macro indicators to keep investors on the edge",0
Camlin Fine Sciences Q2 net profit of Rs 5.81 crore,0
Can the party in US stocks keep going in 2015?,0
Carl Icahn says his firm sold remainder of Netflix stake,0
Catholic Syrian Bank files for up to $64 mn IPO,0
CCI considering cartelisation issue in guar gum trade: Sachin Pilot,0
China promises to make currency yuan freely traded by 2020,0
"China yuan snaps 6-day gaining streak on weak PMI, midpoint",0
Chinese corporate bond market calm despite default by Chaori Solar,0
Cisco rejigs India operations; appoints Dinesh Malkani as President Sales,0
Clams may turn out to be Kerala new marine gold,0
Clariant Chemicals posts Rs 166.77 crore net profit in 2013,0
Commex regulator steps in to scotch rumours on agricultural futures,0
Continue to buy till Nifty breaks 8090-8100 levels: Mitesh Thacker,0
Corrections in market will be shorter than rallies: Ashwani Gujral,0
Currency wars: Dollar vs yuan vs euro through the ages,0
Deutsche Bank uses UTIs deemed FII status to buy bonds,0
Diesel ban: How apex courts decision will impact India Inc,0
Direct FII market access to come from full rupee convertibility,0
Do not see too much downside for Infosys: Deven Choksey,0
Dollar holds firm as markets sniff risks of Fed hawkishness,0
DTH Industry: Early lead on volume front to decide winners,0
Entity registered as broker cannot act as merchant banker: Sebi,0
ET in the Classroom: Simple strategies to play Nifty F&O,0
Euro holds steady as European Central Bank policy decision looms,0
Euronext says cash market's pre-opening to start at 0700 GMT,0
"EY National Director Sunil Chandiramani quits, will start own consultancy",0
F&O Tracker: Call bunching at 7500 on Nifty shows resistance,0
F&O Tracker: Nifty likely to end at 8400 on expiry,0
FIIs place bids worth Rs 813 crore for government bonds,0
FIIs submit bids worth $ 1.58 billion for government bonds,0
"FinMin, SEBI discuss direct entry of QFIs into stock market",0
"First India bond ETF, bond index to launch in London",0
Fitch Ratings assigns BB+ to Tata Steel $1.5 billion notes,0
FMC asks NSEL to file recovery suits against all defaulters,0
Force Motors appoints Naresh Rattan as COO of tractor biz,0
Former LIC Chairman Dinesh Kumar Mehrotra named to MCX board,0
Forward Markets Commission chairman Ramesh Abhishek gets another 3-month extension,0
Forward Markets Commission okays settlement of e-series contracts to NSEL,0
Forward Markets Commission working on single clearance for commodity exchanges,0
FTIL likely to invite bids for MCX stake this week,0
FTIL to 'highlight correct facts' of MCX-SX buyback to CBI,0
FTSE readies new global index series to include China A-shares,0
Fullerton India Credit to raise Rs 6 bn via bonds,0
Gallantt Ispat lists with 4 pc premium at Rs 52,0
Gateway Distriparks arm Snowman Logistics plans Rs 200 crore IPO,0
German classifieds group Scout24 says to list shares this year,0
Goa Carbon posts Rs 8.03 cr profit for Q4 FY14,0
Gold Monetisation Scheme: Jewellers to approach RBI to request involvement,0
GSF Accelerator inducts two partners Nishkaam Mehta and Sanjay Jain,0
GSK Consumer Healthcare: Transfer of pricing pressure is the key,0
"GST isn't a disappointment for market: Gaurav Mehta, Ambit Capital",0
H G Contractor takes over as new CFO of SBI,0
Harish Bhat to be member-Group Executive Council of Tata Sons,0
HCC allots shares worth Rs 400 cr to institutional investors,0
Hedge funds with India focus set for a sizzling show,0
Hikal reports net profit of Rs 5 crore for Q1,0
HNIs buy Nifty-linked debentures worth Rs 200-300 crore every month,0
HSBC handpicks seven hot midcap themes for the year 2014,0
"IIFCL plans to raise Rs 1,200 cr from tax-free bonds",0
Immediate target in M&M seen at Rs 730-745: Nirmal Bang,0
India Inc taps into corporate bond market to fund expansions,0
India Inc's second quarter profits flat but silver lining visible,0
India likely to issue new 10-year bond in June: sources,0
"Indices unlikely to see major correction: Gaurang Shah, Geojit BNP",0
"IndiGo's IPO set to fly, should you book a flight?",0
Indo Rama Synthetics Q3 net profit at Rs 47.08 cr,0
Initial target for Tata Elxsi seen at Rs 320: Ventura,0
International Monetary Fund should regulate global central banks: Raghuram Rajan,0
"Investors root for Narendra Modi, India toast of BRIC nations",0
Investors sell old tax-free bonds to put money in new,0
Investors should be judicious in the IT space: Ajay Bodke,0
IRFC tax-free bond issue subscribed 0.55 times within an hour,0
It should pay to stay with PSU Banks: Ashwani Gujral,-1
Japan's Recruit prices $2 billion IPO at top of range,0
"Jim Rogers may buy gold if price drops to $1,300",0
JSW Steel keen to acquire assets of Bhushan Group: Sources,0
JSW Steel promoter hikes stake marginally for Rs 25 crore,0
K C Samal is the new director (finance) at NALCO,0
Karl Slym joins Tata Motors as MD ahead of schedule,0
Keeping tab on funds entering market: Sebi on black money,0
Kesoram Industries with a target of Rs 142: Ashwani Gujral,0
Kotak-ING union takes some bank stocks to a high station,0
Loha Ispaat's Rs 210-crore IPO to hit market on Tuesday,0
"Looking at implementation aspect rather than policy: Pankaj Pandey, ICICIdirect.com",0
LSE Group names Nikhil Rathi CEO of London Stock Exchange,0
LSE partners with Chinese banks to promote London renminbi trading,0
LSE says receives 97 per cent take-up for rights issue,0
M Teresa Kho is ADB new country director for India,0
Maharashtra Seamless' Board approves Rs 100 crore share buy back,0
Man Jit Singh named president of Sony home entertainment division,0
Man who sacked Steve Jobs has good words for Apple,0
Market avoiding companies mired in coal allocation scam: Ajay Bodke,0
"Market closer to the range of 6,100-6,150 levels: Mitesh Thacker",0
Market movers: Top 5 policy triggers government initiated in November,0
Marks & Spencer's appoint Venu Nair as India operations head,0
Matrimony.com files papers to raise Rs 600-700 cr via IPO,0
McAfee announces Anand Prahlad's appointment as head of India operations,0
MCX managing director & CEO Vaish quits on health grounds,0
"Merge NSEL with FTIL, says commodity market regulator to government",0
MF revival will be top on new SEBI chief's list,0
MMTC stake sale offer likely to hit markets this month,0
"Mondelez International elevates Manu Anand, names new MD for India",0
More than 50% NSE-listed firms yet to hire women directors,0
MT Educare fixes price band at Rs 74-80 per share,0
Multi Commodity Exchange appoints Praveen Kumar Singhal as interim CEO,0
N K Verma is new ONGC Videsh Ltd Managing Director,0
"Nabard plans to raise Rs 5,000 cr via tax-free bonds",0
NBCC fixes IPO price band at Rs 90-106 per share,0
Network 18 Media plans to raise funds via public deposits,0
New consent norms are in accordance with law: Sebi chief,0
Nifty can move beyond 7000 only post elections: Arvind Sanger,0
Nifty heading towards key support zones of 6570-6650: Ashwani Gujral,0
"Nifty likely to be in 8,000-8,450 range till RBI policy",0
"Nifty likely to test its 200-DMA of 8,250: Ashwani Gujral",0
Nifty may hit 8000 in the near term: Mitesh Thacker,0
Nifty to hit 8080-8150 in next few days: Mitesh Thacker,0
Nifty unlikely to get past the 7550-7560 mark: Ashwani Gujral,0
Nifty's consolidated P/E makes Indian markets cheaper than its peers,0
Nine stocks that led Nifty rally in last one year,0
"Nitin Fire Protection Industries expects Rs 1,000-crore turnover this fiscal",0
No tax on capital gains on offshore rupee bonds: CBDT,0
"Nomura, JP Morgan among Japan Post IPO underwriters, says government",0
Nothing has changed for real estate sector structurally: Pramod Gubbi,0
NSE prepares system to check freak trades in F&O segment,0
"NSE to auction government bonds worth Rs 3,117 crore tomorrow",0
NSE to launch physical subscription on web-based mutual fund platform,0
NSEL Imbroglio: Enforcement Directorate now attaches Aastha Property in Mumbai,0
Parabolic Drugs fixes IPO price at Rs 75 per share,0
"Participatory notes: A sensitive topic for govt, SEBI and investors",0
"PBOC halts ""regular"" yuan intervention but allows for effective management",0
PFC's FPO on May 10; govt's first disinvestment this fiscal,0
"Post 2G spectrum auction, are telecom stocks good picks now?",0
PR Ravimohan appointed RBI nominee director of Bank of India,0
Pre-market: Nifty seen opening flat; may find support around 7460,0
